Timestamp,ksurf-master1 CPU (m),ksurf-master1 Memory (MiB),ksurf-producer-aea9655c CPU (m),ksurf-producer-aea9655c Memory (MiB),ksurf-worker2-27aec434 CPU (m),ksurf-worker2-27aec434 Memory (MiB),ksurf-producer1-ede6efb4 CPU (m),ksurf-producer1-ede6efb4 Memory (MiB)
2024-12-14 00:12:30,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:33,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:35,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:37,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:39,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:41,784,2813,2021,2800,10,695,-,-
2024-12-14 00:12:44,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:46,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:48,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:50,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:53,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:55,1161,2815,2069,3336,26,695,-,-
2024-12-14 00:12:57,782,2819,1885,3439,18,695,-,-
2024-12-14 00:12:59,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:01,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:04,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:06,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:08,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:10,782,2819,1885,3439,18,695,-,-
2024-12-14 00:13:13,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:15,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:17,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:19,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:21,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:24,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:26,752,2824,1866,2678,27,695,-,-
2024-12-14 00:13:28,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:30,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:32,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:35,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:37,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:39,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:41,745,2827,1953,2756,11,695,-,-
2024-12-14 00:13:44,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:46,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:48,777,2839,1727,3044,24,695,-,-
