Timestamp,ksurf-master1 CPU (m),ksurf-master1 Memory (MiB),ksurf-producer-aea9655c CPU (m),ksurf-producer-aea9655c Memory (MiB),ksurf-worker2-27aec434 CPU (m),ksurf-worker2-27aec434 Memory (MiB),ksurf-producer1-ede6efb4 CPU (m),ksurf-producer1-ede6efb4 Memory (MiB)
2024-12-14 00:13:50,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:52,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:54,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:57,777,2839,1727,3044,24,695,-,-
2024-12-14 00:13:59,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:01,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:03,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:06,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:08,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:10,738,2842,1737,2672,13,695,-,-
2024-12-14 00:14:12,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:14,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:17,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:19,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:21,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:23,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:25,772,2851,1027,2645,39,696,-,-
2024-12-14 00:14:27,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:30,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:32,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:34,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:36,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:38,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:41,729,2854,1470,2648,10,695,-,-
2024-12-14 00:14:43,759,2869,988,2645,226,968,-,-
2024-12-14 00:14:45,759,2869,988,2645,226,968,-,-
2024-12-14 00:14:47,759,2869,988,2645,226,968,-,-
